Dataset	ScanNumber	AGC	Micro Scan Count	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
534700	6689	Predicted	4	66.817	2	1	0.65	3	718.3931	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 718.73@cid35.00 [185.00-2000.00]	2.50	0.52
534700	6690	Predicted	4	100.000	3	1	0.67	2	496.3100	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 496.31@cid35.00 [125.00-1005.00]	2.50	0.52
534700	6691	Predicted	4	100.000	4	1	0.77	4	455.5078	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 455.51@cid35.00 [115.00-1835.00]	2.50	0.53
534700	6692	Predicted	4	100.000	5	1	0.78	3	827.4402	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 827.44@cid35.00 [215.00-2000.00]	2.50	0.53
534700	6693	Predicted	4	100.000	6	1	0.79	3	702.0663	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 702.07@cid35.00 [180.00-2000.00]	2.50	0.53
534700	6694	Predicted	4	100.000	7	1	0.78	3	947.5051	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 948.17@cid35.00 [250.00-2000.00]	2.50	0.53
534700	6695	Predicted	4	100.000	8	1	0.75	3	541.2927	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 541.63@cid35.00 [135.00-1635.00]	2.50	0.53
534700	6696	Predicted	4	100.000	9	1	0.78	3	640.3493	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 640.35@cid35.00 [165.00-1935.00]	2.49	0.55
534700	6697	Predicted	4	100.000	10	1	0.78	3	947.5051	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 947.51@cid35.00 [250.00-2000.00]	2.49	0.55
534700	6698	Predicted	4	100.000	11	1	0.73	4	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 364.70@cid35.00 [90.00-1470.00]	2.49	0.55
534700	6699	On	1	5.686	1	0	0.35	3	711.3867	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.52
534700	6700	Predicted	4	23.531	2	1	0.48	3	711.3867	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 711.72@cid35.00 [185.00-2000.00]	2.49	0.52
534700	6701	Predicted	4	35.382	3	1	0.52	3	635.6933	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 636.03@cid35.00 [165.00-1920.00]	2.49	0.52
534700	6702	Predicted	4	59.189	4	1	0.62	3	940.2003	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 940.54@cid35.00 [245.00-2000.00]	2.49	0.52
534700	6703	Predicted	4	89.919	5	1	0.73	3	595.9893	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]	2.50	0.57
534700	6704	Predicted	4	100.000	6	1	0.78	3	986.8214	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 987.16@cid35.00 [260.00-2000.00]	2.50	0.57
534700	6705	Predicted	4	100.000	7	1	0.77	3	599.3332	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 599.33@cid35.00 [155.00-1810.00]	2.49	0.57
534700	6706	Predicted	4	100.000	8	1	0.78	3	855.7758	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 856.11@cid35.00 [225.00-2000.00]	2.49	0.57
534700	6707	Predicted	4	100.000	9	1	0.70	2	629.3961	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 629.90@cid35.00 [160.00-1270.00]	2.49	0.57
534700	6708	Predicted	4	100.000	10	1	0.79	4	492.0212	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 492.02@cid35.00 [125.00-1980.00]	2.49	0.54
534700	6709	Predicted	4	100.000	11	1	0.76	2	898.4935	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 898.99@cid35.00 [235.00-1810.00]	2.49	0.54
534700	6710	On	1	5.676	1	0	0.35	3	711.3866	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.52
534700	6711	Predicted	4	49.013	2	1	0.58	3	798.7441	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 799.08@cid35.00 [205.00-2000.00]	2.50	0.52
534700	6712	Predicted	4	54.896	3	1	0.60	3	943.5212	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 944.19@cid35.00 [245.00-2000.00]	2.50	0.52
534700	6713	Predicted	4	72.054	4	1	0.67	3	943.5217	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 943.52@cid35.00 [245.00-2000.00]	2.50	0.52
534700	6714	Predicted	4	100.000	5	1	0.79	3	694.7266	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 695.06@cid35.00 [180.00-2000.00]	2.50	0.54
534700	6715	Predicted	4	100.000	6	1	0.69	3	376.2126	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]	2.50	0.54
534700	6716	Predicted	4	100.000	7	1	0.67	3	307.5183	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]	2.50	0.54
534700	6717	Predicted	4	100.000	8	1	0.79	3	717.0516	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 717.05@cid35.00 [185.00-2000.00]	2.49	0.48
534700	6718	Predicted	4	100.000	9	1	0.78	3	906.8187	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 906.82@cid35.00 [235.00-2000.00]	2.49	0.48
534700	6719	Predicted	4	100.000	10	1	0.78	3	633.0303	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 633.03@cid35.00 [160.00-1910.00]	2.50	0.58
534700	6720	Predicted	4	100.000	11	1	0.77	3	607.0052	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 607.34@cid35.00 [155.00-1835.00]	2.50	0.58
534700	6721	On	1	5.568	1	0	0.35	3	798.7440	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.58
534700	6722	Predicted	4	50.438	2	1	0.59	4	588.5746	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 588.83@cid35.00 [150.00-2000.00]	2.49	0.53
534700	6723	Predicted	4	74.944	3	1	0.68	3	784.4315	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 784.43@cid35.00 [205.00-2000.00]	2.49	0.53
534700	6724	Predicted	4	100.000	4	1	0.70	3	384.5454	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]	2.49	0.53
534700	6725	Predicted	4	100.000	5	1	0.78	3	644.3606	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 644.70@cid35.00 [165.00-1945.00]	2.50	0.53
534700	6726	Predicted	4	100.000	6	1	0.76	3	585.3162	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]	2.50	0.53
534700	6727	Predicted	4	100.000	7	1	0.79	4	680.1149	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]	2.50	0.53
534700	6728	Predicted	4	100.000	8	1	0.71	3	427.6009	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 427.60@cid35.00 [105.00-1295.00]	2.50	0.53
534700	6729	Predicted	4	100.000	9	1	0.78	3	972.4923	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 973.16@cid35.00 [255.00-2000.00]	2.50	0.53
534700	6730	Predicted	4	100.000	10	1	0.72	2	701.1249	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 701.12@cid35.00 [180.00-1415.00]	2.49	0.57
534700	6731	Predicted	4	100.000	11	1	0.75	2	839.5254	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 839.53@cid35.00 [220.00-1690.00]	2.49	0.57
534700	6732	On	1	6.983	1	0	0.35	3	798.7437	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.57
534700	6733	Predicted	4	100.000	2	1	0.78	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 827.44@cid35.00 [215.00-2000.00]	2.50	0.52
534700	6734	Predicted	4	100.000	3	1	0.78	3	640.3513	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 640.35@cid35.00 [165.00-1935.00]	2.50	0.52
534700	6735	Predicted	4	100.000	4	1	0.78	3	971.2192	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 971.56@cid35.00 [255.00-2000.00]	2.50	0.52
534700	6736	Predicted	4	100.000	5	1	0.67	2	496.3104	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 496.31@cid35.00 [125.00-1005.00]	2.50	0.56
534700	6737	Predicted	4	100.000	6	1	0.72	2	688.4010	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 688.90@cid35.00 [175.00-1390.00]	2.50	0.56
534700	6738	Predicted	4	100.000	7	1	0.78	3	854.7700	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 855.11@cid35.00 [225.00-2000.00]	2.50	0.53
534700	6739	Predicted	4	100.000	8	1	0.71	2	662.8764	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 663.38@cid35.00 [170.00-1340.00]	2.50	0.53
534700	6740	Predicted	4	100.000	9	1	0.79	4	951.5206	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 951.52@cid35.00 [250.00-2000.00]	2.50	0.53
534700	6741	Predicted	4	100.000	10	1	0.79	3	674.3569	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 674.36@cid35.00 [175.00-2000.00]	2.50	0.60
534700	6742	Predicted	4	100.000	11	1	0.78	3	808.4357	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 808.77@cid35.00 [210.00-2000.00]	2.50	0.60
534700	6743	On	1	5.211	1	0	0.35	3	798.7446	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.52
534700	6744	Predicted	4	100.000	2	1	0.77	3	595.9901	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 595.99@cid35.00 [150.00-1800.00]	2.50	0.52
534700	6745	Predicted	4	100.000	3	1	0.71	3	417.2636	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 417.26@cid35.00 [100.00-1265.00]	2.50	0.52
534700	6746	Predicted	4	100.000	4	1	0.76	2	909.0233	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 909.02@cid35.00 [240.00-1830.00]	2.50	0.55
534700	6747	Predicted	4	100.000	5	1	0.78	3	940.2003	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 940.87@cid35.00 [245.00-2000.00]	2.50	0.55
534700	6748	Predicted	4	100.000	6	1	0.79	4	492.2713	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 492.27@cid35.00 [125.00-1980.00]	2.50	0.55
534700	6749	Predicted	4	100.000	7	1	0.79	3	691.7374	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 692.07@cid35.00 [180.00-2000.00]	2.50	0.60
534700	6750	Predicted	4	100.000	8	1	0.78	3	854.4382	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 854.44@cid35.00 [225.00-2000.00]	2.50	0.60
534700	6751	Predicted	4	100.000	9	1	0.70	3	378.5850	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 378.92@cid35.00 [90.00-1150.00]	2.50	0.55
534700	6752	Predicted	4	100.000	10	1	0.78	3	940.2003	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 940.20@cid35.00 [245.00-2000.00]	2.50	0.55
534700	6753	Predicted	4	100.000	11	1	0.79	3	636.0268	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 636.03@cid35.00 [165.00-1920.00]	2.50	0.55
534700	6754	On	1	5.995	1	0	0.35	3	808.4336	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.53
534700	6755	Predicted	4	76.061	2	1	0.69	3	798.7432	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 799.08@cid35.00 [205.00-2000.00]	2.49	0.53
534700	6756	Predicted	4	100.000	3	1	0.79	4	712.0963	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 712.60@cid35.00 [185.00-2000.00]	2.49	0.53
534700	6757	Predicted	4	100.000	4	1	0.79	3	694.7264	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 695.06@cid35.00 [180.00-2000.00]	2.49	0.47
534700	6758	Predicted	4	100.000	5	1	0.70	2	625.3929	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 625.39@cid35.00 [160.00-1265.00]	2.49	0.47
534700	6759	Predicted	4	100.000	6	1	0.79	3	722.0977	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 722.10@cid35.00 [185.00-2000.00]	2.50	0.53
534700	6760	Predicted	4	100.000	7	1	0.79	3	731.7731	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 732.11@cid35.00 [190.00-2000.00]	2.50	0.53
534700	6761	Predicted	4	100.000	8	1	0.69	3	376.2126	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]	2.50	0.53
534700	6762	Predicted	4	100.000	9	1	0.76	4	421.9881	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 421.99@cid35.00 [105.00-1700.00]	2.50	0.52
534700	6763	Predicted	4	100.000	10	1	0.74	3	509.6417	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 509.98@cid35.00 [130.00-1540.00]	2.50	0.52
534700	6764	Predicted	4	100.000	11	1	0.78	3	873.1431	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 873.14@cid35.00 [230.00-2000.00]	2.50	0.52
534700	6765	On	1	8.036	1	0	0.35	3	635.6932	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.56
534700	6766	Predicted	4	100.000	2	1	0.79	4	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 588.57@cid35.00 [150.00-2000.00]	2.50	0.56
534700	6767	Predicted	4	100.000	3	1	0.76	3	585.3163	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]	2.50	0.51
534700	6768	Predicted	4	100.000	4	1	0.79	3	784.4321	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 784.76@cid35.00 [205.00-2000.00]	2.50	0.51
534700	6769	Predicted	4	100.000	5	1	0.70	3	384.5458	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]	2.50	0.51
534700	6770	Predicted	4	100.000	6	1	0.71	3	427.6009	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 427.60@cid35.00 [105.00-1295.00]	2.50	0.52
534700	6771	Predicted	4	100.000	7	1	0.79	3	750.0648	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 750.06@cid35.00 [195.00-2000.00]	2.50	0.52
534700	6772	Predicted	4	100.000	8	1	0.79	4	680.1154	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]	2.50	0.52
534700	6773	Predicted	4	100.000	9	1	0.67	3	307.5192	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]	2.49	0.50
534700	6774	Predicted	4	100.000	10	1	0.79	3	703.0676	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 703.07@cid35.00 [180.00-2000.00]	2.49	0.50
534700	6775	Predicted	4	100.000	11	1	0.78	3	906.8187	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 906.82@cid35.00 [235.00-2000.00]	2.50	0.57
534700	6776	On	1	5.352	1	0	0.35	3	635.6927	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.57
534700	6777	Predicted	4	100.000	2	1	0.78	3	856.1114	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 856.11@cid35.00 [225.00-2000.00]	2.50	0.57
534700	6778	Predicted	4	100.000	3	1	0.73	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 745.40@cid35.00 [195.00-1505.00]	2.49	0.50
534700	6779	Predicted	4	100.000	4	1	0.79	5	661.9617	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 662.16@cid35.00 [170.00-2000.00]	2.49	0.50
534700	6780	Predicted	4	100.000	5	1	0.78	4	827.4465	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 827.96@cid35.00 [215.00-2000.00]	2.49	0.50
534700	6781	Predicted	4	100.000	6	1	0.78	3	971.2177	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 971.55@cid35.00 [255.00-2000.00]	2.50	0.54
534700	6782	Predicted	4	100.000	7	1	0.78	3	808.7688	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 809.10@cid35.00 [210.00-2000.00]	2.50	0.54
534700	6783	Predicted	4	100.000	8	1	0.78	3	633.0299	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 633.03@cid35.00 [160.00-1910.00]	2.50	0.54
534700	6784	Predicted	4	100.000	9	1	0.79	4	562.2928	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 562.29@cid35.00 [140.00-2000.00]	2.50	0.54
534700	6785	Predicted	4	100.000	10	1	0.67	2	496.3101	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 496.31@cid35.00 [125.00-1005.00]	2.50	0.54
534700	6786	Predicted	4	100.000	11	1	0.78	3	640.6848	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 640.68@cid35.00 [165.00-1935.00]	2.50	0.49
534700	6787	On	1	4.928	1	0	0.35	2	744.8993	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.49
534700	6788	Predicted	4	84.077	2	1	0.70	3	595.9895	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 595.99@cid35.00 [150.00-1800.00]	2.50	0.49
534700	6789	Predicted	4	64.483	3	1	0.64	3	961.1494	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 961.48@cid35.00 [250.00-2000.00]	2.50	0.57
534700	6790	Predicted	4	100.000	4	1	0.78	3	806.7758	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 807.11@cid35.00 [210.00-2000.00]	2.50	0.57
534700	6791	Predicted	4	100.000	5	1	0.71	3	417.2635	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 417.26@cid35.00 [100.00-1265.00]	2.50	0.52
534700	6792	Predicted	4	100.000	6	1	0.78	3	940.1973	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 940.54@cid35.00 [245.00-2000.00]	2.50	0.52
534700	6793	Predicted	4	100.000	7	1	0.79	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 714.43@cid35.00 [185.00-2000.00]	2.50	0.52
534700	6794	Predicted	4	100.000	8	1	0.79	4	481.0161	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 481.02@cid35.00 [120.00-1935.00]	2.49	0.50
534700	6795	Predicted	4	100.000	9	1	0.74	3	528.6552	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 528.99@cid35.00 [135.00-1600.00]	2.49	0.50
534700	6796	Predicted	4	100.000	10	1	0.79	3	689.3815	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 689.38@cid35.00 [175.00-2000.00]	2.50	0.56
534700	6797	Predicted	4	100.000	11	1	0.78	4	862.1850	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 862.18@cid35.00 [225.00-2000.00]	2.50	0.56
534700	6798	On	1	5.938	1	0	0.35	3	961.1500	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.56
534700	6799	Predicted	4	51.229	2	1	0.59	3	805.0788	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 805.41@cid35.00 [210.00-2000.00]	2.49	0.58
534700	6800	Predicted	4	100.000	3	1	0.78	3	839.0905	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 839.42@cid35.00 [220.00-2000.00]	2.49	0.58
534700	6801	Predicted	4	100.000	4	1	0.76	4	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 422.24@cid35.00 [105.00-1700.00]	2.49	0.58
534700	6802	Predicted	4	100.000	5	1	0.79	3	722.0974	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 722.10@cid35.00 [185.00-2000.00]	2.50	0.59
534700	6803	Predicted	4	100.000	6	1	0.79	3	749.0472	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 749.38@cid35.00 [195.00-2000.00]	2.50	0.59
534700	6804	Predicted	4	100.000	7	1	0.69	3	376.2128	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]	2.50	0.59
534700	6805	Predicted	4	100.000	8	1	0.78	3	824.4030	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 824.74@cid35.00 [215.00-2000.00]	2.49	0.50
534700	6806	Predicted	4	97.282	9	1	0.77	4	827.2004	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 827.20@cid35.00 [215.00-2000.00]	2.49	0.50
534700	6807	Predicted	4	100.000	10	1	0.78	3	799.0789	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 799.08@cid35.00 [205.00-2000.00]	2.50	0.55
534700	6808	Predicted	4	100.000	11	1	0.79	3	731.7719	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 732.10@cid35.00 [190.00-2000.00]	2.50	0.55
534700	6809	On	1	5.624	1	0	0.35	3	961.1504	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.55
534700	6810	Predicted	4	37.515	2	1	0.53	3	1056.8285	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1057.50@cid35.00 [280.00-2000.00]	2.49	0.51
534700	6811	Predicted	4	100.000	3	1	0.70	3	384.5460	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]	2.49	0.51
534700	6812	Predicted	4	55.455	4	1	0.60	3	1056.8300	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1056.83@cid35.00 [280.00-2000.00]	2.49	0.51
534700	6813	Predicted	4	100.000	5	1	0.79	4	680.1182	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]	2.49	0.54
534700	6814	Predicted	4	100.000	6	1	0.76	3	585.3163	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]	2.49	0.54
534700	6815	Predicted	4	100.000	7	1	0.71	3	427.6009	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 427.60@cid35.00 [105.00-1295.00]	2.49	0.54
534700	6816	Predicted	4	100.000	8	1	0.79	4	588.5739	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 588.83@cid35.00 [150.00-2000.00]	2.50	0.51
534700	6817	Predicted	4	100.000	9	1	0.67	3	307.5187	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]	2.50	0.51
534700	6818	Predicted	4	100.000	10	1	0.78	3	949.4599	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 949.46@cid35.00 [250.00-2000.00]	2.49	0.49
534700	6819	Predicted	4	100.000	11	1	0.78	3	955.8008	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 956.14@cid35.00 [250.00-2000.00]	2.49	0.49
534700	6820	On	1	4.900	1	0	0.35	3	714.0940	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.49
534700	6821	Predicted	4	45.782	2	1	0.57	3	661.3603	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 661.36@cid35.00 [170.00-1995.00]	2.49	0.48
534700	6822	Predicted	4	100.000	3	1	0.78	3	640.3484	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 640.68@cid35.00 [165.00-1935.00]	2.49	0.48
534700	6823	Predicted	4	100.000	4	1	0.78	3	819.7988	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 820.13@cid35.00 [215.00-2000.00]	2.49	0.48
534700	6824	Predicted	4	100.000	5	1	0.79	3	753.3751	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 754.05@cid35.00 [195.00-2000.00]	2.49	0.53
534700	6825	Predicted	4	100.000	6	1	0.70	3	378.5850	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 378.58@cid35.00 [90.00-1150.00]	2.49	0.53
534700	6826	Predicted	4	100.000	7	1	0.78	4	475.7675	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 475.77@cid35.00 [120.00-1915.00]	2.49	0.49
534700	6827	Predicted	4	100.000	8	1	0.79	4	742.3723	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 742.37@cid35.00 [190.00-2000.00]	2.49	0.49
534700	6828	Predicted	4	100.000	9	1	0.79	3	753.3751	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 753.38@cid35.00 [195.00-2000.00]	2.49	0.49
534700	6829	Predicted	4	100.000	10	1	0.79	3	664.7053	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 664.71@cid35.00 [170.00-2000.00]	2.50	0.47
534700	6830	Predicted	4	100.000	11	1	0.79	3	719.7595	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 719.76@cid35.00 [185.00-2000.00]	2.50	0.47
534700	6831	On	1	5.964	1	0	0.35	3	661.3601	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.49
534700	6832	Predicted	4	14.410	2	1	0.44	3	714.0931	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 714.43@cid35.00 [185.00-2000.00]	2.50	0.49
534700	6833	Predicted	4	20.592	3	1	0.46	3	961.1499	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 961.48@cid35.00 [250.00-2000.00]	2.50	0.49
534700	6834	Predicted	4	38.303	4	1	0.52	3	595.9897	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]	2.50	0.49
534700	6835	Predicted	4	100.000	5	1	0.67	2	496.3101	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 496.31@cid35.00 [125.00-1005.00]	2.50	0.49
534700	6836	Predicted	4	100.000	6	1	0.78	3	969.8062	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 969.81@cid35.00 [255.00-2000.00]	2.50	0.49
534700	6837	Predicted	4	100.000	7	1	0.76	3	561.3436	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 561.68@cid35.00 [140.00-1700.00]	2.50	0.49
534700	6838	Predicted	4	100.000	8	1	0.79	3	666.6912	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 667.36@cid35.00 [170.00-2000.00]	2.49	0.53
534700	6839	Predicted	4	100.000	9	1	0.79	3	666.6912	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 666.69@cid35.00 [170.00-2000.00]	2.49	0.53
534700	6840	Predicted	4	100.000	10	1	0.78	3	953.4608	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 953.46@cid35.00 [250.00-2000.00]	2.49	0.53
