ScanNumber	ScanTime	ScanType	ScanTypeName	PrecursorMz	ScanFilterText
718	6.0699	2	CID-MSn	354.2	ITMS + c NSI d Full ms2 354.20@cid35.00 [85.00-720.00]
719	6.0813	2	CID-MSn	311.17	ITMS + c NSI d Full ms2 311.17@cid35.00 [75.00-945.00]
720	6.0931	2	CID-MSn	466.25	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-945.00]
721	6.1048	2	CID-MSn	481.26	ITMS + c NSI d Full ms2 481.26@cid35.00 [120.00-975.00]
722	6.1166	2	CID-MSn	394.86	ITMS + c NSI d Full ms2 394.86@cid35.00 [95.00-1195.00]
723	6.1289	2	CID-MSn	660.89	ITMS + c NSI d Full ms2 660.89@cid35.00 [170.00-1335.00]
725	6.1478	2	CID-MSn	334.52	ITMS + c NSI d Full ms2 334.52@cid35.00 [80.00-1015.00]
726	6.1598	2	CID-MSn	331.5	ITMS + c NSI d Full ms2 331.50@cid35.00 [80.00-1005.00]
727	6.1717	2	CID-MSn	324.52	ITMS + c NSI d Full ms2 324.52@cid35.00 [75.00-985.00]
728	6.1837	2	CID-MSn	316.67	ITMS + c NSI d Full ms2 316.67@cid35.00 [75.00-645.00]
729	6.1949	2	CID-MSn	541.25	ITMS + c NSI d Full ms2 541.25@cid35.00 [135.00-1095.00]
730	6.2069	2	CID-MSn	496.75	ITMS + c NSI d Full ms2 496.75@cid35.00 [125.00-1005.00]
731	6.2188	2	CID-MSn	344.15	ITMS + c NSI d Full ms2 344.15@cid35.00 [80.00-1045.00]
732	6.2308	2	CID-MSn	456.25	ITMS + c NSI d Full ms2 456.25@cid35.00 [115.00-925.00]
733	6.2424	2	CID-MSn	531.71	ITMS + c NSI d Full ms2 531.71@cid35.00 [135.00-1610.00]
734	6.2554	2	CID-MSn	424.24	ITMS + c NSI d Full ms2 424.24@cid35.00 [105.00-860.00]
736	6.2732	2	CID-MSn	351.72	ITMS + c NSI d Full ms2 351.72@cid35.00 [85.00-715.00]
737	6.2803	2	CID-MSn	336.22	ITMS + c NSI d Full ms2 336.22@cid35.00 [80.00-685.00]
738	6.2892	2	CID-MSn	322.52	ITMS + c NSI d Full ms2 322.52@cid35.00 [75.00-980.00]
739	6.3012	2	CID-MSn	301.14	ITMS + c NSI d Full ms2 301.14@cid35.00 [70.00-915.00]
740	6.313	2	CID-MSn	307.15	ITMS + c NSI d Full ms2 307.15@cid35.00 [70.00-935.00]
741	6.3248	2	CID-MSn	348.2	ITMS + c NSI d Full ms2 348.20@cid35.00 [85.00-710.00]
742	6.3361	2	CID-MSn	343.21	ITMS + c NSI d Full ms2 343.21@cid35.00 [80.00-700.00]
743	6.3474	2	CID-MSn	451.21	ITMS + c NSI d Full ms2 451.21@cid35.00 [110.00-915.00]
744	6.3592	2	CID-MSn	460.22	ITMS + c NSI d Full ms2 460.22@cid35.00 [115.00-935.00]
745	6.3709	2	CID-MSn	397.24	ITMS + c NSI d Full ms2 397.24@cid35.00 [95.00-805.00]
747	6.3886	2	CID-MSn	319.7	ITMS + c NSI d Full ms2 319.70@cid35.00 [75.00-650.00]
748	6.3998	2	CID-MSn	383.87	ITMS + c NSI d Full ms2 383.87@cid35.00 [95.00-1165.00]
749	6.4121	2	CID-MSn	483.27	ITMS + c NSI d Full ms2 483.27@cid35.00 [120.00-980.00]
750	6.4238	2	CID-MSn	442.25	ITMS + c NSI d Full ms2 442.25@cid35.00 [110.00-895.00]
751	6.4354	2	CID-MSn	575.3	ITMS + c NSI d Full ms2 575.30@cid35.00 [145.00-1165.00]
752	6.4475	2	CID-MSn	498.72	ITMS + c NSI d Full ms2 498.72@cid35.00 [125.00-1010.00]
754	6.4656	2	CID-MSn	387.2	ITMS + c NSI d Full ms2 387.20@cid35.00 [95.00-1175.00]
755	6.4778	2	CID-MSn	379.71	ITMS + c NSI d Full ms2 379.71@cid35.00 [90.00-770.00]
756	6.4893	2	CID-MSn	695.3	ITMS + c NSI d Full ms2 695.30@cid35.00 [180.00-2000.00]
758	6.5093	2	CID-MSn	364.71	ITMS + c NSI d Full ms2 364.71@cid35.00 [90.00-740.00]
759	6.5206	2	CID-MSn	415.75	ITMS + c NSI d Full ms2 415.75@cid35.00 [100.00-845.00]
761	6.5386	2	CID-MSn	366.7	ITMS + c NSI d Full ms2 366.70@cid35.00 [90.00-745.00]
766	6.5755	2	CID-MSn	466.25	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-945.00]
767	6.5873	2	CID-MSn	394.72	ITMS + c NSI d Full ms2 394.72@cid35.00 [95.00-800.00]
768	6.5987	2	CID-MSn	501.75	ITMS + c NSI d Full ms2 501.75@cid35.00 [125.00-1015.00]
770	6.6169	2	CID-MSn	356.22	ITMS + c NSI d Full ms2 356.22@cid35.00 [85.00-725.00]
771	6.6283	2	CID-MSn	428.76	ITMS + c NSI d Full ms2 428.76@cid35.00 [105.00-870.00]
772	6.6398	2	CID-MSn	375.72	ITMS + c NSI d Full ms2 375.72@cid35.00 [90.00-765.00]
773	6.6512	2	CID-MSn	529.77	ITMS + c NSI d Full ms2 529.77@cid35.00 [135.00-1070.00]
774	6.6632	2	CID-MSn	318.67	ITMS + c NSI d Full ms2 318.67@cid35.00 [75.00-650.00]
776	6.6808	2	CID-MSn	333.69	ITMS + c NSI d Full ms2 333.69@cid35.00 [80.00-680.00]
777	6.6886	2	CID-MSn	313.71	ITMS + c NSI d Full ms2 313.71@cid35.00 [75.00-640.00]
778	6.6968	2	CID-MSn	418.75	ITMS + c NSI d Full ms2 418.75@cid35.00 [105.00-850.00]
779	6.7074	2	CID-MSn	369.21	ITMS + c NSI d Full ms2 369.21@cid35.00 [90.00-750.00]
780	6.7189	2	CID-MSn	353.52	ITMS + c NSI d Full ms2 353.52@cid35.00 [85.00-1075.00]
781	6.7309	2	CID-MSn	521.27	ITMS + c NSI d Full ms2 521.27@cid35.00 [130.00-1055.00]
782	6.7428	2	CID-MSn	437.77	ITMS + c NSI d Full ms2 437.77@cid35.00 [110.00-890.00]
784	6.7607	2	CID-MSn	359.21	ITMS + c NSI d Full ms2 359.21@cid35.00 [85.00-730.00]
785	6.7712	2	CID-MSn	324.69	ITMS + c NSI d Full ms2 324.69@cid35.00 [75.00-660.00]
786	6.7824	2	CID-MSn	341.85	ITMS + c NSI d Full ms2 341.85@cid35.00 [80.00-1040.00]
787	6.7945	2	CID-MSn	303.84	ITMS + c NSI d Full ms2 303.84@cid35.00 [70.00-925.00]
788	6.8063	2	CID-MSn	454.24	ITMS + c NSI d Full ms2 454.24@cid35.00 [115.00-920.00]
789	6.8179	2	CID-MSn	402.22	ITMS + c NSI d Full ms2 402.22@cid35.00 [100.00-815.00]
790	6.8294	2	CID-MSn	544.21	ITMS + c NSI d Full ms2 544.21@cid35.00 [135.00-1100.00]
791	6.8414	2	CID-MSn	489.28	ITMS + c NSI d Full ms2 489.28@cid35.00 [120.00-990.00]
792	6.8532	2	CID-MSn	316.67	ITMS + c NSI d Full ms2 316.67@cid35.00 [75.00-645.00]
793	6.8644	2	CID-MSn	640.41	ITMS + c NSI d Full ms2 640.41@cid35.00 [165.00-1295.00]
795	6.8828	2	CID-MSn	458.25	ITMS + c NSI d Full ms2 458.25@cid35.00 [115.00-930.00]
796	6.8887	2	CID-MSn	305.84	ITMS + c NSI d Full ms2 305.84@cid35.00 [70.00-930.00]
797	6.8945	2	CID-MSn	345.67	ITMS + c NSI d Full ms2 345.67@cid35.00 [85.00-705.00]
798	6.9029	2	CID-MSn	300.83	ITMS + c NSI d Full ms2 300.83@cid35.00 [70.00-915.00]
799	6.9146	2	CID-MSn	423.75	ITMS + c NSI d Full ms2 423.75@cid35.00 [105.00-860.00]
800	6.9263	2	CID-MSn	348.51	ITMS + c NSI d Full ms2 348.51@cid35.00 [85.00-1060.00]
801	6.9383	2	CID-MSn	311.17	ITMS + c NSI d Full ms2 311.17@cid35.00 [75.00-945.00]
802	6.9501	2	CID-MSn	363.21	ITMS + c NSI d Full ms2 363.21@cid35.00 [85.00-740.00]
803	6.9615	2	CID-MSn	431.75	ITMS + c NSI d Full ms2 431.75@cid35.00 [105.00-875.00]
804	6.9731	2	CID-MSn	352.18	ITMS + c NSI d Full ms2 352.18@cid35.00 [85.00-715.00]
806	6.9908	2	CID-MSn	337.16	ITMS + c NSI d Full ms2 337.16@cid35.00 [80.00-685.00]
807	7.002	2	CID-MSn	393.24	ITMS + c NSI d Full ms2 393.24@cid35.00 [95.00-800.00]
808	7.0135	2	CID-MSn	323.52	ITMS + c NSI d Full ms2 323.52@cid35.00 [75.00-985.00]
809	7.0255	2	CID-MSn	302.71	ITMS + c NSI d Full ms2 302.71@cid35.00 [70.00-620.00]
810	7.0366	2	CID-MSn	482.23	ITMS + c NSI d Full ms2 482.23@cid35.00 [120.00-975.00]
811	7.0485	2	CID-MSn	450.74	ITMS + c NSI d Full ms2 450.74@cid35.00 [110.00-915.00]
812	7.0601	2	CID-MSn	449.74	ITMS + c NSI d Full ms2 449.74@cid35.00 [110.00-910.00]
814	7.0782	2	CID-MSn	340.85	ITMS + c NSI d Full ms2 340.85@cid35.00 [80.00-1035.00]
815	7.0855	2	CID-MSn	373.21	ITMS + c NSI d Full ms2 373.21@cid35.00 [90.00-760.00]
816	7.0932	2	CID-MSn	367.21	ITMS + c NSI d Full ms2 367.21@cid35.00 [90.00-745.00]
817	7.1046	2	CID-MSn	321.82	ITMS + c NSI d Full ms2 321.82@cid35.00 [75.00-980.00]
818	7.1164	2	CID-MSn	510.78	ITMS + c NSI d Full ms2 510.78@cid35.00 [130.00-1035.00]
819	7.1283	2	CID-MSn	382.68	ITMS + c NSI d Full ms2 382.68@cid35.00 [95.00-780.00]
820	7.1398	2	CID-MSn	362.19	ITMS + c NSI d Full ms2 362.19@cid35.00 [85.00-1100.00]
821	7.1519	2	CID-MSn	308.15	ITMS + c NSI d Full ms2 308.15@cid35.00 [70.00-630.00]
823	7.1692	2	CID-MSn	335.51	ITMS + c NSI d Full ms2 335.51@cid35.00 [80.00-1020.00]
824	7.1812	2	CID-MSn	466.25	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-945.00]
825	7.1929	2	CID-MSn	540.78	ITMS + c NSI d Full ms2 540.78@cid35.00 [135.00-1095.00]
826	7.2048	2	CID-MSn	486.21	ITMS + c NSI d Full ms2 486.21@cid35.00 [120.00-985.00]
828	7.2235	2	CID-MSn	418.24	ITMS + c NSI d Full ms2 418.24@cid35.00 [105.00-850.00]
829	7.2346	2	CID-MSn	384.73	ITMS + c NSI d Full ms2 384.73@cid35.00 [95.00-780.00]
830	7.2461	2	CID-MSn	420.2	ITMS + c NSI d Full ms2 420.20@cid35.00 [105.00-855.00]
831	7.2576	2	CID-MSn	369.21	ITMS + c NSI d Full ms2 369.21@cid35.00 [90.00-750.00]
832	7.269	2	CID-MSn	537.23	ITMS + c NSI d Full ms2 537.23@cid35.00 [135.00-1085.00]
833	7.281	2	CID-MSn	351.18	ITMS + c NSI d Full ms2 351.18@cid35.00 [85.00-1065.00]
835	7.2993	2	CID-MSn	316.66	ITMS + c NSI d Full ms2 316.66@cid35.00 [75.00-645.00]
836	7.3072	2	CID-MSn	453.76	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]
837	7.3156	2	CID-MSn	442.75	ITMS + c NSI d Full ms2 442.75@cid35.00 [110.00-900.00]
838	7.3274	2	CID-MSn	325.17	ITMS + c NSI d Full ms2 325.17@cid35.00 [75.00-990.00]
839	7.3392	2	CID-MSn	377.73	ITMS + c NSI d Full ms2 377.73@cid35.00 [90.00-770.00]
841	7.3573	2	CID-MSn	350.23	ITMS + c NSI d Full ms2 350.23@cid35.00 [85.00-715.00]
842	7.3686	2	CID-MSn	339.19	ITMS + c NSI d Full ms2 339.19@cid35.00 [80.00-690.00]
843	7.3799	2	CID-MSn	436.74	ITMS + c NSI d Full ms2 436.74@cid35.00 [110.00-885.00]
844	7.3916	2	CID-MSn	380.2	ITMS + c NSI d Full ms2 380.20@cid35.00 [90.00-775.00]
846	7.4095	2	CID-MSn	346.2	ITMS + c NSI d Full ms2 346.20@cid35.00 [85.00-705.00]
847	7.4144	2	CID-MSn	305.84	ITMS + c NSI d Full ms2 305.84@cid35.00 [70.00-930.00]
848	7.4236	2	CID-MSn	329.23	ITMS + c NSI d Full ms2 329.23@cid35.00 [80.00-670.00]
849	7.4349	2	CID-MSn	311.17	ITMS + c NSI d Full ms2 311.17@cid35.00 [75.00-945.00]
851	7.4533	2	CID-MSn	397.22	ITMS + c NSI d Full ms2 397.22@cid35.00 [95.00-805.00]
852	7.4636	2	CID-MSn	332.69	ITMS + c NSI d Full ms2 332.69@cid35.00 [80.00-680.00]
853	7.4748	2	CID-MSn	415.73	ITMS + c NSI d Full ms2 415.73@cid35.00 [100.00-845.00]
854	7.4864	2	CID-MSn	401.73	ITMS + c NSI d Full ms2 401.73@cid35.00 [100.00-815.00]
855	7.4979	2	CID-MSn	307.5	ITMS + c NSI d Full ms2 307.50@cid35.00 [70.00-935.00]
856	7.5097	2	CID-MSn	430.27	ITMS + c NSI d Full ms2 430.27@cid35.00 [105.00-875.00]
857	7.5214	2	CID-MSn	465.58	ITMS + c NSI d Full ms2 465.58@cid35.00 [115.00-1410.00]
859	7.5404	2	CID-MSn	302.84	ITMS + c NSI d Full ms2 302.84@cid35.00 [70.00-920.00]
860	7.5457	2	CID-MSn	338.19	ITMS + c NSI d Full ms2 338.19@cid35.00 [80.00-690.00]
861	7.5509	2	CID-MSn	393.24	ITMS + c NSI d Full ms2 393.24@cid35.00 [95.00-800.00]
862	7.5576	2	CID-MSn	458.25	ITMS + c NSI d Full ms2 458.25@cid35.00 [115.00-930.00]
863	7.5694	2	CID-MSn	388.2	ITMS + c NSI d Full ms2 388.20@cid35.00 [95.00-790.00]
864	7.5809	2	CID-MSn	324.53	ITMS + c NSI d Full ms2 324.53@cid35.00 [75.00-985.00]
865	7.5928	2	CID-MSn	482.77	ITMS + c NSI d Full ms2 482.77@cid35.00 [120.00-980.00]
866	7.6046	2	CID-MSn	424.24	ITMS + c NSI d Full ms2 424.24@cid35.00 [105.00-860.00]
868	7.6229	2	CID-MSn	340.85	ITMS + c NSI d Full ms2 340.85@cid35.00 [80.00-1035.00]
869	7.6311	2	CID-MSn	323.18	ITMS + c NSI d Full ms2 323.18@cid35.00 [75.00-660.00]
870	7.6424	2	CID-MSn	320.48	ITMS + c NSI d Full ms2 320.48@cid35.00 [75.00-975.00]
871	7.6542	2	CID-MSn	510.78	ITMS + c NSI d Full ms2 510.78@cid35.00 [130.00-1035.00]
872	7.6661	2	CID-MSn	469.76	ITMS + c NSI d Full ms2 469.76@cid35.00 [115.00-950.00]
873	7.6778	2	CID-MSn	427.23	ITMS + c NSI d Full ms2 427.23@cid35.00 [105.00-865.00]
874	7.6896	2	CID-MSn	313.51	ITMS + c NSI d Full ms2 313.51@cid35.00 [75.00-955.00]
875	7.7015	2	CID-MSn	305.17	ITMS + c NSI d Full ms2 305.17@cid35.00 [70.00-930.00]
877	7.7197	2	CID-MSn	319.53	ITMS + c NSI d Full ms2 319.53@cid35.00 [75.00-970.00]
878	7.7316	2	CID-MSn	358.23	ITMS + c NSI d Full ms2 358.23@cid35.00 [85.00-730.00]
879	7.7431	2	CID-MSn	367.72	ITMS + c NSI d Full ms2 367.72@cid35.00 [90.00-750.00]
880	7.7544	2	CID-MSn	540.78	ITMS + c NSI d Full ms2 540.78@cid35.00 [135.00-1095.00]
881	7.7664	2	CID-MSn	423.22	ITMS + c NSI d Full ms2 423.22@cid35.00 [105.00-860.00]
882	7.778	2	CID-MSn	342.71	ITMS + c NSI d Full ms2 342.71@cid35.00 [80.00-700.00]
883	7.7893	2	CID-MSn	457.25	ITMS + c NSI d Full ms2 457.25@cid35.00 [115.00-925.00]
885	7.8074	2	CID-MSn	453.76	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]
886	7.8127	2	CID-MSn	439.75	ITMS + c NSI d Full ms2 439.75@cid35.00 [110.00-890.00]
887	7.8213	2	CID-MSn	400.24	ITMS + c NSI d Full ms2 400.24@cid35.00 [100.00-815.00]
888	7.8321	2	CID-MSn	377.23	ITMS + c NSI d Full ms2 377.23@cid35.00 [90.00-765.00]
889	7.8435	2	CID-MSn	335.71	ITMS + c NSI d Full ms2 335.71@cid35.00 [80.00-685.00]
890	7.8548	2	CID-MSn	537.81	ITMS + c NSI d Full ms2 537.81@cid35.00 [135.00-1090.00]
891	7.8668	2	CID-MSn	316.67	ITMS + c NSI d Full ms2 316.67@cid35.00 [75.00-645.00]
892	7.878	2	CID-MSn	383.21	ITMS + c NSI d Full ms2 383.21@cid35.00 [95.00-780.00]
893	7.8894	2	CID-MSn	417.73	ITMS + c NSI d Full ms2 417.73@cid35.00 [105.00-850.00]
894	7.901	2	CID-MSn	498.22	ITMS + c NSI d Full ms2 498.22@cid35.00 [125.00-1010.00]
896	7.9193	2	CID-MSn	350.23	ITMS + c NSI d Full ms2 350.23@cid35.00 [85.00-715.00]
897	7.9298	2	CID-MSn	436.73	ITMS + c NSI d Full ms2 436.73@cid35.00 [110.00-885.00]
898	7.9414	2	CID-MSn	346.2	ITMS + c NSI d Full ms2 346.20@cid35.00 [85.00-705.00]
899	7.9528	2	CID-MSn	311.17	ITMS + c NSI d Full ms2 311.17@cid35.00 [75.00-945.00]
900	7.9646	2	CID-MSn	326.19	ITMS + c NSI d Full ms2 326.19@cid35.00 [75.00-665.00]
901	7.9759	2	CID-MSn	379.69	ITMS + c NSI d Full ms2 379.69@cid35.00 [90.00-770.00]
902	7.9872	2	CID-MSn	460.75	ITMS + c NSI d Full ms2 460.75@cid35.00 [115.00-935.00]
903	7.999	2	CID-MSn	420.74	ITMS + c NSI d Full ms2 420.74@cid35.00 [105.00-855.00]
904	8.0105	2	CID-MSn	480.72	ITMS + c NSI d Full ms2 480.72@cid35.00 [120.00-975.00]
905	8.0223	2	CID-MSn	315.2	ITMS + c NSI d Full ms2 315.20@cid35.00 [75.00-645.00]
907	8.0399	2	CID-MSn	397.22	ITMS + c NSI d Full ms2 397.22@cid35.00 [95.00-805.00]
908	8.0493	2	CID-MSn	416.72	ITMS + c NSI d Full ms2 416.72@cid35.00 [100.00-845.00]
909	8.0593	2	CID-MSn	332.69	ITMS + c NSI d Full ms2 332.69@cid35.00 [80.00-680.00]
910	8.0706	2	CID-MSn	363.74	ITMS + c NSI d Full ms2 363.74@cid35.00 [90.00-740.00]
911	8.082	2	CID-MSn	429.77	ITMS + c NSI d Full ms2 429.77@cid35.00 [105.00-870.00]
912	8.0936	2	CID-MSn	525.78	ITMS + c NSI d Full ms2 525.78@cid35.00 [130.00-1065.00]
913	8.1056	2	CID-MSn	329.67	ITMS + c NSI d Full ms2 329.67@cid35.00 [80.00-670.00]
914	8.1168	2	CID-MSn	466.25	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-945.00]
915	8.1285	2	CID-MSn	488.72	ITMS + c NSI d Full ms2 488.72@cid35.00 [120.00-990.00]
916	8.1404	2	CID-MSn	351.86	ITMS + c NSI d Full ms2 351.86@cid35.00 [85.00-1070.00]
918	8.1567	2	CID-MSn	302.84	ITMS + c NSI d Full ms2 302.84@cid35.00 [70.00-920.00]
919	8.1621	2	CID-MSn	434.78	ITMS + c NSI d Full ms2 434.78@cid35.00 [105.00-880.00]
920	8.168	2	CID-MSn	338.19	ITMS + c NSI d Full ms2 338.19@cid35.00 [80.00-690.00]
921	8.1742	2	CID-MSn	392.24	ITMS + c NSI d Full ms2 392.24@cid35.00 [95.00-795.00]
922	8.1853	2	CID-MSn	355.22	ITMS + c NSI d Full ms2 355.22@cid35.00 [85.00-725.00]
923	8.195	2	CID-MSn	402.26	ITMS + c NSI d Full ms2 402.26@cid35.00 [100.00-815.00]
924	8.2027	2	CID-MSn	388.2	ITMS + c NSI d Full ms2 388.20@cid35.00 [95.00-790.00]
925	8.2143	2	CID-MSn	313.68	ITMS + c NSI d Full ms2 313.68@cid35.00 [75.00-640.00]
926	8.2255	2	CID-MSn	354.22	ITMS + c NSI d Full ms2 354.22@cid35.00 [85.00-720.00]
927	8.2368	2	CID-MSn	445.25	ITMS + c NSI d Full ms2 445.25@cid35.00 [110.00-2000.00]
929	8.2572	2	CID-MSn	367.72	ITMS + c NSI d Full ms2 367.72@cid35.00 [90.00-750.00]
930	8.2682	2	CID-MSn	414.76	ITMS + c NSI d Full ms2 414.76@cid35.00 [100.00-840.00]
931	8.2798	2	CID-MSn	340.71	ITMS + c NSI d Full ms2 340.71@cid35.00 [80.00-695.00]
932	8.2911	2	CID-MSn	300.17	ITMS + c NSI d Full ms2 300.17@cid35.00 [70.00-615.00]
933	8.3023	2	CID-MSn	358.22	ITMS + c NSI d Full ms2 358.22@cid35.00 [85.00-730.00]
934	8.3137	2	CID-MSn	308.18	ITMS + c NSI d Full ms2 308.18@cid35.00 [70.00-935.00]
935	8.3255	2	CID-MSn	449.73	ITMS + c NSI d Full ms2 449.73@cid35.00 [110.00-910.00]
936	8.3372	2	CID-MSn	307.5	ITMS + c NSI d Full ms2 307.50@cid35.00 [70.00-935.00]
937	8.349	2	CID-MSn	325.19	ITMS + c NSI d Full ms2 325.19@cid35.00 [75.00-665.00]
938	8.3603	2	CID-MSn	424.24	ITMS + c NSI d Full ms2 424.24@cid35.00 [105.00-860.00]
940	8.3779	2	CID-MSn	453.76	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]
941	8.3834	2	CID-MSn	345.17	ITMS + c NSI d Full ms2 345.17@cid35.00 [85.00-1050.00]
942	8.3898	2	CID-MSn	399.26	ITMS + c NSI d Full ms2 399.26@cid35.00 [95.00-810.00]
943	8.3969	2	CID-MSn	531.31	ITMS + c NSI d Full ms2 531.31@cid35.00 [135.00-1075.00]
944	8.4047	2	CID-MSn	472.28	ITMS + c NSI d Full ms2 472.28@cid35.00 [120.00-955.00]
945	8.4132	2	CID-MSn	517.25	ITMS + c NSI d Full ms2 517.25@cid35.00 [130.00-1045.00]
946	8.423	2	CID-MSn	401.26	ITMS + c NSI d Full ms2 401.26@cid35.00 [100.00-815.00]
947	8.4308	2	CID-MSn	366.23	ITMS + c NSI d Full ms2 366.23@cid35.00 [90.00-745.00]
948	8.4422	2	CID-MSn	361.2	ITMS + c NSI d Full ms2 361.20@cid35.00 [85.00-1095.00]
949	8.4543	2	CID-MSn	335.71	ITMS + c NSI d Full ms2 335.71@cid35.00 [80.00-685.00]
951	8.4717	2	CID-MSn	312.19	ITMS + c NSI d Full ms2 312.19@cid35.00 [75.00-635.00]
952	8.4775	2	CID-MSn	347.71	ITMS + c NSI d Full ms2 347.71@cid35.00 [85.00-710.00]
953	8.4835	2	CID-MSn	315.52	ITMS + c NSI d Full ms2 315.52@cid35.00 [75.00-960.00]
954	8.4917	2	CID-MSn	407.21	ITMS + c NSI d Full ms2 407.21@cid35.00 [100.00-825.00]
955	8.5032	2	CID-MSn	373.73	ITMS + c NSI d Full ms2 373.73@cid35.00 [90.00-760.00]
956	8.5146	2	CID-MSn	469.28	ITMS + c NSI d Full ms2 469.28@cid35.00 [115.00-950.00]
957	8.5263	2	CID-MSn	418.74	ITMS + c NSI d Full ms2 418.74@cid35.00 [105.00-850.00]
958	8.5373	2	CID-MSn	540.8	ITMS + c NSI d Full ms2 540.80@cid35.00 [135.00-1095.00]
959	8.5493	2	CID-MSn	420.74	ITMS + c NSI d Full ms2 420.74@cid35.00 [105.00-855.00]
960	8.5609	2	CID-MSn	377.23	ITMS + c NSI d Full ms2 377.23@cid35.00 [90.00-765.00]
962	8.5787	2	CID-MSn	351.69	ITMS + c NSI d Full ms2 351.69@cid35.00 [85.00-715.00]
963	8.5872	2	CID-MSn	330.85	ITMS + c NSI d Full ms2 330.85@cid35.00 [80.00-1005.00]
964	8.5973	2	CID-MSn	397.22	ITMS + c NSI d Full ms2 397.22@cid35.00 [95.00-805.00]
965	8.6088	2	CID-MSn	458.28	ITMS + c NSI d Full ms2 458.28@cid35.00 [115.00-930.00]
966	8.6205	2	CID-MSn	466.25	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-945.00]
967	8.6322	2	CID-MSn	409.24	ITMS + c NSI d Full ms2 409.24@cid35.00 [100.00-830.00]
968	8.6438	2	CID-MSn	588.32	ITMS + c NSI d Full ms2 588.32@cid35.00 [150.00-1190.00]
969	8.6559	2	CID-MSn	416.76	ITMS + c NSI d Full ms2 416.76@cid35.00 [100.00-845.00]
971	8.6738	2	CID-MSn	354.54	ITMS + c NSI d Full ms2 354.54@cid35.00 [85.00-1075.00]
972	8.6794	2	CID-MSn	302.84	ITMS + c NSI d Full ms2 302.84@cid35.00 [70.00-920.00]
973	8.6849	2	CID-MSn	338.19	ITMS + c NSI d Full ms2 338.19@cid35.00 [80.00-690.00]
974	8.6921	2	CID-MSn	386.72	ITMS + c NSI d Full ms2 386.72@cid35.00 [95.00-785.00]
975	8.7035	2	CID-MSn	434.78	ITMS + c NSI d Full ms2 434.78@cid35.00 [105.00-880.00]
976	8.7152	2	CID-MSn	422.78	ITMS + c NSI d Full ms2 422.78@cid35.00 [105.00-860.00]
977	8.7267	2	CID-MSn	436.73	ITMS + c NSI d Full ms2 436.73@cid35.00 [110.00-885.00]
978	8.7384	2	CID-MSn	322.19	ITMS + c NSI d Full ms2 322.19@cid35.00 [75.00-980.00]
979	8.7502	2	CID-MSn	539.3	ITMS + c NSI d Full ms2 539.30@cid35.00 [135.00-1090.00]
980	8.7622	2	CID-MSn	372.74	ITMS + c NSI d Full ms2 372.74@cid35.00 [90.00-760.00]
982	8.78	2	CID-MSn	307.72	ITMS + c NSI d Full ms2 307.72@cid35.00 [70.00-630.00]
983	8.7856	2	CID-MSn	325.71	ITMS + c NSI d Full ms2 325.71@cid35.00 [75.00-665.00]
984	8.7915	2	CID-MSn	358.21	ITMS + c NSI d Full ms2 358.21@cid35.00 [85.00-730.00]
985	8.8029	2	CID-MSn	379.69	ITMS + c NSI d Full ms2 379.69@cid35.00 [90.00-770.00]
986	8.8143	2	CID-MSn	480.22	ITMS + c NSI d Full ms2 480.22@cid35.00 [120.00-975.00]
987	8.8261	2	CID-MSn	317.2	ITMS + c NSI d Full ms2 317.20@cid35.00 [75.00-645.00]
989	8.8437	2	CID-MSn	462.23	ITMS + c NSI d Full ms2 462.23@cid35.00 [115.00-935.00]
990	8.8554	2	CID-MSn	393.24	ITMS + c NSI d Full ms2 393.24@cid35.00 [95.00-800.00]
991	8.8669	2	CID-MSn	507.8	ITMS + c NSI d Full ms2 507.80@cid35.00 [125.00-1030.00]
992	8.8787	2	CID-MSn	405.23	ITMS + c NSI d Full ms2 405.23@cid35.00 [100.00-825.00]
993	8.8902	2	CID-MSn	365.21	ITMS + c NSI d Full ms2 365.21@cid35.00 [90.00-745.00]
995	8.9081	2	CID-MSn	453.76	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]
996	8.9138	2	CID-MSn	531.31	ITMS + c NSI d Full ms2 531.31@cid35.00 [135.00-1075.00]
997	8.921	2	CID-MSn	330.22	ITMS + c NSI d Full ms2 330.22@cid35.00 [80.00-675.00]
998	8.9322	2	CID-MSn	332.69	ITMS + c NSI d Full ms2 332.69@cid35.00 [80.00-680.00]
999	8.9436	2	CID-MSn	401.75	ITMS + c NSI d Full ms2 401.75@cid35.00 [100.00-815.00]
1000	8.9551	2	CID-MSn	346.7	ITMS + c NSI d Full ms2 346.70@cid35.00 [85.00-705.00]
1001	8.9645	2	CID-MSn	517.25	ITMS + c NSI d Full ms2 517.25@cid35.00 [130.00-1045.00]
1003	8.983	2	CID-MSn	312.19	ITMS + c NSI d Full ms2 312.19@cid35.00 [75.00-635.00]
